date,jour_semaine,mois,trimestre,annee,est_weekend,est_ferie
2025-11-24,Lundi,Novembre,4,2025,False,False
2025-11-25,Mardi,Novembre,4,2025,False,False
2025-11-26,Mercredi,Novembre,4,2025,False,False
2025-11-27,Jeudi,Novembre,4,2025,False,False
2025-11-28,Vendredi,Novembre,4,2025,False,False
2025-11-29,Samedi,Novembre,4,2025,True,False
2025-11-30,Dimanche,Novembre,4,2025,True,False
2025-12-01,Lundi,Decembre,4,2025,False,False
2025-12-02,Mardi,Decembre,4,2025,False,False
2025-12-03,Mercredi,Decembre,4,2025,False,False
2025-12-04,Jeudi,Decembre,4,2025,False,False
2025-12-05,Vendredi,Decembre,4,2025,False,False
2025-12-06,Samedi,Decembre,4,2025,True,False
2025-12-07,Dimanche,Decembre,4,2025,True,False
2025-12-08,Lundi,Decembre,4,2025,False,False
2025-12-09,Mardi,Decembre,4,2025,False,False
2025-12-10,Mercredi,Decembre,4,2025,False,False
2025-12-11,Jeudi,Decembre,4,2025,False,False
2025-12-12,Vendredi,Decembre,4,2025,False,False
2025-12-13,Samedi,Decembre,4,2025,True,False
2025-12-14,Dimanche,Decembre,4,2025,True,False
2025-12-15,Lundi,Decembre,4,2025,False,False
2025-12-16,Mardi,Decembre,4,2025,False,False
2025-12-17,Mercredi,Decembre,4,2025,False,False
2025-12-18,Jeudi,Decembre,4,2025,False,False
2025-12-19,Vendredi,Decembre,4,2025,False,False
2025-12-20,Samedi,Decembre,4,2025,True,False
2025-12-21,Dimanche,Decembre,4,2025,True,False
2025-12-22,Lundi,Decembre,4,2025,False,False
2025-12-23,Mardi,Decembre,4,2025,False,False
2025-12-24,Mercredi,Decembre,4,2025,False,False
2025-12-25,Jeudi,Decembre,4,2025,False,True
2025-12-26,Vendredi,Decembre,4,2025,False,False
2025-12-27,Samedi,Decembre,4,2025,True,False
2025-12-28,Dimanche,Decembre,4,2025,True,False
2025-12-29,Lundi,Decembre,4,2025,False,False
2025-12-30,Mardi,Decembre,4,2025,False,False
2025-12-31,Mercredi,Decembre,4,2025,False,False
2026-01-01,Jeudi,Janvier,1,2026,False,True
2026-01-02,Vendredi,Janvier,1,2026,False,False
2026-01-03,Samedi,Janvier,1,2026,True,False
2026-01-04,Dimanche,Janvier,1,2026,True,False
2026-01-05,Lundi,Janvier,1,2026,False,False
2026-01-06,Mardi,Janvier,1,2026,False,False
2026-01-07,Mercredi,Janvier,1,2026,False,False
2026-01-08,Jeudi,Janvier,1,2026,False,False
2026-01-09,Vendredi,Janvier,1,2026,False,False
2026-01-10,Samedi,Janvier,1,2026,True,False
2026-01-11,Dimanche,Janvier,1,2026,True,False
2026-01-12,Lundi,Janvier,1,2026,False,False
2026-01-13,Mardi,Janvier,1,2026,False,False
2026-01-14,Mercredi,Janvier,1,2026,False,False
2026-01-15,Jeudi,Janvier,1,2026,False,False
2026-01-16,Vendredi,Janvier,1,2026,False,False
2026-01-17,Samedi,Janvier,1,2026,True,False
2026-01-18,Dimanche,Janvier,1,2026,True,False
2026-01-19,Lundi,Janvier,1,2026,False,False
2026-01-20,Mardi,Janvier,1,2026,False,False
2026-01-21,Mercredi,Janvier,1,2026,False,False
2026-01-22,Jeudi,Janvier,1,2026,False,False
2026-01-23,Vendredi,Janvier,1,2026,False,False
2026-01-24,Samedi,Janvier,1,2026,True,False
2026-01-25,Dimanche,Janvier,1,2026,True,False
2026-01-26,Lundi,Janvier,1,2026,False,False
2026-01-27,Mardi,Janvier,1,2026,False,False
2026-01-28,Mercredi,Janvier,1,2026,False,False
2026-01-29,Jeudi,Janvier,1,2026,False,False
2026-01-30,Vendredi,Janvier,1,2026,False,False
2026-01-31,Samedi,Janvier,1,2026,True,False
2026-02-01,Dimanche,Fevrier,1,2026,True,False
2026-02-02,Lundi,Fevrier,1,2026,False,False
2026-02-03,Mardi,Fevrier,1,2026,False,False
2026-02-04,Mercredi,Fevrier,1,2026,False,False
2026-02-05,Jeudi,Fevrier,1,2026,False,False
2026-02-06,Vendredi,Fevrier,1,2026,False,False
2026-02-07,Samedi,Fevrier,1,2026,True,False
2026-02-08,Dimanche,Fevrier,1,2026,True,False
2026-02-09,Lundi,Fevrier,1,2026,False,False
2026-02-10,Mardi,Fevrier,1,2026,False,False
2026-02-11,Mercredi,Fevrier,1,2026,False,False
2026-02-12,Jeudi,Fevrier,1,2026,False,False
2026-02-13,Vendredi,Fevrier,1,2026,False,False
2026-02-14,Samedi,Fevrier,1,2026,True,False
2026-02-15,Dimanche,Fevrier,1,2026,True,False
2026-02-16,Lundi,Fevrier,1,2026,False,False
2026-02-17,Mardi,Fevrier,1,2026,False,False
2026-02-18,Mercredi,Fevrier,1,2026,False,False
2026-02-19,Jeudi,Fevrier,1,2026,False,False
2026-02-20,Vendredi,Fevrier,1,2026,False,False
2026-02-21,Samedi,Fevrier,1,2026,True,False
2026-02-22,Dimanche,Fevrier,1,2026,True,False
2026-02-23,Lundi,Fevrier,1,2026,False,False
2026-02-24,Mardi,Fevrier,1,2026,False,False
2026-02-25,Mercredi,Fevrier,1,2026,False,False
2026-02-26,Jeudi,Fevrier,1,2026,False,False
2026-02-27,Vendredi,Fevrier,1,2026,False,False
2026-02-28,Samedi,Fevrier,1,2026,True,False
2026-03-01,Dimanche,Mars,1,2026,True,False
2026-03-02,Lundi,Mars,1,2026,False,False
2026-03-03,Mardi,Mars,1,2026,False,False
2026-03-04,Mercredi,Mars,1,2026,False,False
2026-03-05,Jeudi,Mars,1,2026,False,False
2026-03-06,Vendredi,Mars,1,2026,False,False
2026-03-07,Samedi,Mars,1,2026,True,False
2026-03-08,Dimanche,Mars,1,2026,True,False
2026-03-09,Lundi,Mars,1,2026,False,False
2026-03-10,Mardi,Mars,1,2026,False,False
2026-03-11,Mercredi,Mars,1,2026,False,False
2026-03-12,Jeudi,Mars,1,2026,False,False
2026-03-13,Vendredi,Mars,1,2026,False,False
2026-03-14,Samedi,Mars,1,2026,True,False
2026-03-15,Dimanche,Mars,1,2026,True,False
2026-03-16,Lundi,Mars,1,2026,False,False
2026-03-17,Mardi,Mars,1,2026,False,False
2026-03-18,Mercredi,Mars,1,2026,False,False
2026-03-19,Jeudi,Mars,1,2026,False,False
2026-03-20,Vendredi,Mars,1,2026,False,False
2026-03-21,Samedi,Mars,1,2026,True,False
2026-03-22,Dimanche,Mars,1,2026,True,False
2026-03-23,Lundi,Mars,1,2026,False,False
2026-03-24,Mardi,Mars,1,2026,False,False
2026-03-25,Mercredi,Mars,1,2026,False,False
2026-03-26,Jeudi,Mars,1,2026,False,False
2026-03-27,Vendredi,Mars,1,2026,False,False
2026-03-28,Samedi,Mars,1,2026,True,False
2026-03-29,Dimanche,Mars,1,2026,True,False
2026-03-30,Lundi,Mars,1,2026,False,False
2026-03-31,Mardi,Mars,1,2026,False,False
2026-04-01,Mercredi,Avril,2,2026,False,False
2026-04-02,Jeudi,Avril,2,2026,False,False
2026-04-03,Vendredi,Avril,2,2026,False,False
2026-04-04,Samedi,Avril,2,2026,True,False
2026-04-05,Dimanche,Avril,2,2026,True,False
2026-04-06,Lundi,Avril,2,2026,False,True
2026-04-07,Mardi,Avril,2,2026,False,False
2026-04-08,Mercredi,Avril,2,2026,False,False
2026-04-09,Jeudi,Avril,2,2026,False,False
2026-04-10,Vendredi,Avril,2,2026,False,False
2026-04-11,Samedi,Avril,2,2026,True,False
2026-04-12,Dimanche,Avril,2,2026,True,False
2026-04-13,Lundi,Avril,2,2026,False,False
2026-04-14,Mardi,Avril,2,2026,False,False
2026-04-15,Mercredi,Avril,2,2026,False,False
2026-04-16,Jeudi,Avril,2,2026,False,False
2026-04-17,Vendredi,Avril,2,2026,False,False
2026-04-18,Samedi,Avril,2,2026,True,False
2026-04-19,Dimanche,Avril,2,2026,True,False
2026-04-20,Lundi,Avril,2,2026,False,False
2026-04-21,Mardi,Avril,2,2026,False,False
2026-04-22,Mercredi,Avril,2,2026,False,False
2026-04-23,Jeudi,Avril,2,2026,False,False
2026-04-24,Vendredi,Avril,2,2026,False,False
2026-04-25,Samedi,Avril,2,2026,True,False
2026-04-26,Dimanche,Avril,2,2026,True,False
2026-04-27,Lundi,Avril,2,2026,False,False
2026-04-28,Mardi,Avril,2,2026,False,False
2026-04-29,Mercredi,Avril,2,2026,False,False
2026-04-30,Jeudi,Avril,2,2026,False,False
2026-05-01,Vendredi,Mai,2,2026,False,True
2026-05-02,Samedi,Mai,2,2026,True,False
2026-05-03,Dimanche,Mai,2,2026,True,False
2026-05-04,Lundi,Mai,2,2026,False,False
2026-05-05,Mardi,Mai,2,2026,False,False
2026-05-06,Mercredi,Mai,2,2026,False,False
2026-05-07,Jeudi,Mai,2,2026,False,False
2026-05-08,Vendredi,Mai,2,2026,False,True
2026-05-09,Samedi,Mai,2,2026,True,False
2026-05-10,Dimanche,Mai,2,2026,True,False
2026-05-11,Lundi,Mai,2,2026,False,False
2026-05-12,Mardi,Mai,2,2026,False,False
2026-05-13,Mercredi,Mai,2,2026,False,False
2026-05-14,Jeudi,Mai,2,2026,False,True
2026-05-15,Vendredi,Mai,2,2026,False,False
2026-05-16,Samedi,Mai,2,2026,True,False
2026-05-17,Dimanche,Mai,2,2026,True,False
2026-05-18,Lundi,Mai,2,2026,False,False
2026-05-19,Mardi,Mai,2,2026,False,False
2026-05-20,Mercredi,Mai,2,2026,False,False
2026-05-21,Jeudi,Mai,2,2026,False,False
2026-05-22,Vendredi,Mai,2,2026,False,False
2026-05-23,Samedi,Mai,2,2026,True,False
2026-05-24,Dimanche,Mai,2,2026,True,False
2026-05-25,Lundi,Mai,2,2026,False,True
2026-05-26,Mardi,Mai,2,2026,False,False
2026-05-27,Mercredi,Mai,2,2026,False,False
2026-05-28,Jeudi,Mai,2,2026,False,False
2026-05-29,Vendredi,Mai,2,2026,False,False
2026-05-30,Samedi,Mai,2,2026,True,False
2026-05-31,Dimanche,Mai,2,2026,True,False
2026-06-01,Lundi,Juin,2,2026,False,False
2026-06-02,Mardi,Juin,2,2026,False,False
2026-06-03,Mercredi,Juin,2,2026,False,False
2026-06-04,Jeudi,Juin,2,2026,False,False
2026-06-05,Vendredi,Juin,2,2026,False,False
2026-06-06,Samedi,Juin,2,2026,True,False
2026-06-07,Dimanche,Juin,2,2026,True,False
2026-06-08,Lundi,Juin,2,2026,False,False
2026-06-09,Mardi,Juin,2,2026,False,False
2026-06-10,Mercredi,Juin,2,2026,False,False
2026-06-11,Jeudi,Juin,2,2026,False,False
2026-06-12,Vendredi,Juin,2,2026,False,False
2026-06-13,Samedi,Juin,2,2026,True,False
2026-06-14,Dimanche,Juin,2,2026,True,False
2026-06-15,Lundi,Juin,2,2026,False,False
2026-06-16,Mardi,Juin,2,2026,False,False
2026-06-17,Mercredi,Juin,2,2026,False,False
2026-06-18,Jeudi,Juin,2,2026,False,False
2026-06-19,Vendredi,Juin,2,2026,False,False
2026-06-20,Samedi,Juin,2,2026,True,False
2026-06-21,Dimanche,Juin,2,2026,True,False
2026-06-22,Lundi,Juin,2,2026,False,False
2026-06-23,Mardi,Juin,2,2026,False,False
2026-06-24,Mercredi,Juin,2,2026,False,False
2026-06-25,Jeudi,Juin,2,2026,False,False
2026-06-26,Vendredi,Juin,2,2026,False,False
2026-06-27,Samedi,Juin,2,2026,True,False
2026-06-28,Dimanche,Juin,2,2026,True,False
2026-06-29,Lundi,Juin,2,2026,False,False
2026-06-30,Mardi,Juin,2,2026,False,False
2026-07-01,Mercredi,Juillet,3,2026,False,False
2026-07-02,Jeudi,Juillet,3,2026,False,False
2026-07-03,Vendredi,Juillet,3,2026,False,False
2026-07-04,Samedi,Juillet,3,2026,True,False
2026-07-05,Dimanche,Juillet,3,2026,True,False
2026-07-06,Lundi,Juillet,3,2026,False,False
2026-07-07,Mardi,Juillet,3,2026,False,False
2026-07-08,Mercredi,Juillet,3,2026,False,False
2026-07-09,Jeudi,Juillet,3,2026,False,False
2026-07-10,Vendredi,Juillet,3,2026,False,False
2026-07-11,Samedi,Juillet,3,2026,True,False
2026-07-12,Dimanche,Juillet,3,2026,True,False
2026-07-13,Lundi,Juillet,3,2026,False,False
2026-07-14,Mardi,Juillet,3,2026,False,True
2026-07-15,Mercredi,Juillet,3,2026,False,False
2026-07-16,Jeudi,Juillet,3,2026,False,False
2026-07-17,Vendredi,Juillet,3,2026,False,False
2026-07-18,Samedi,Juillet,3,2026,True,False
2026-07-19,Dimanche,Juillet,3,2026,True,False
2026-07-20,Lundi,Juillet,3,2026,False,False
2026-07-21,Mardi,Juillet,3,2026,False,False
2026-07-22,Mercredi,Juillet,3,2026,False,False
2026-07-23,Jeudi,Juillet,3,2026,False,False
2026-07-24,Vendredi,Juillet,3,2026,False,False
2026-07-25,Samedi,Juillet,3,2026,True,False
2026-07-26,Dimanche,Juillet,3,2026,True,False
2026-07-27,Lundi,Juillet,3,2026,False,False
2026-07-28,Mardi,Juillet,3,2026,False,False
2026-07-29,Mercredi,Juillet,3,2026,False,False
2026-07-30,Jeudi,Juillet,3,2026,False,False
2026-07-31,Vendredi,Juillet,3,2026,False,False
2026-08-01,Samedi,Aout,3,2026,True,False
2026-08-02,Dimanche,Aout,3,2026,True,False
2026-08-03,Lundi,Aout,3,2026,False,False
2026-08-04,Mardi,Aout,3,2026,False,False
2026-08-05,Mercredi,Aout,3,2026,False,False
2026-08-06,Jeudi,Aout,3,2026,False,False
2026-08-07,Vendredi,Aout,3,2026,False,False
2026-08-08,Samedi,Aout,3,2026,True,False
2026-08-09,Dimanche,Aout,3,2026,True,False
2026-08-10,Lundi,Aout,3,2026,False,False
2026-08-11,Mardi,Aout,3,2026,False,False
2026-08-12,Mercredi,Aout,3,2026,False,False
2026-08-13,Jeudi,Aout,3,2026,False,False
2026-08-14,Vendredi,Aout,3,2026,False,False
2026-08-15,Samedi,Aout,3,2026,True,True
2026-08-16,Dimanche,Aout,3,2026,True,False
2026-08-17,Lundi,Aout,3,2026,False,False
2026-08-18,Mardi,Aout,3,2026,False,False
2026-08-19,Mercredi,Aout,3,2026,False,False
2026-08-20,Jeudi,Aout,3,2026,False,False
2026-08-21,Vendredi,Aout,3,2026,False,False
2026-08-22,Samedi,Aout,3,2026,True,False
2026-08-23,Dimanche,Aout,3,2026,True,False
2026-08-24,Lundi,Aout,3,2026,False,False
2026-08-25,Mardi,Aout,3,2026,False,False
2026-08-26,Mercredi,Aout,3,2026,False,False
2026-08-27,Jeudi,Aout,3,2026,False,False
2026-08-28,Vendredi,Aout,3,2026,False,False
2026-08-29,Samedi,Aout,3,2026,True,False
2026-08-30,Dimanche,Aout,3,2026,True,False
2026-08-31,Lundi,Aout,3,2026,False,False
